name,embedding,similarities
104.clip.wav,"[[-0.2517347   0.25630376  0.36332154 ... -0.40450147  0.06991685
   0.10449985]
 [-0.50336754  0.0986252   0.19466308 ... -0.67508554 -0.12630211
  -0.18425402]
 [-0.5825187   0.06190066  0.39887282 ... -0.72863996 -0.13929744
  -0.26123112]
 ...
 [-0.4594969  -0.03555432  0.31221363 ... -0.7354449  -0.04144858
  -0.20577288]
 [-0.47764525 -0.16767636  0.02555776 ... -0.50228846 -0.04103677
  -0.12088719]
 [-0.1429478  -0.01183169  0.20640793 ... -0.37020734 -0.08882968
  -0.07629758]]",0.42093167
105.clip.wav,"[[ 0.03294292  0.10404189  0.4555154  ... -0.2271103   0.1272319
   0.1852428 ]
 [-0.21971342  0.12346455  0.16058132 ... -0.6669688  -0.17430083
  -0.21131313]
 [-0.29254267 -0.02392864  0.5990932  ... -0.5640675  -0.21559249
  -0.33081388]
 ...
 [-0.0795382   0.05411553  0.28505212 ... -0.41261944 -0.145873
  -0.1513507 ]
 [-0.25602004 -0.01578772  0.2480596  ... -0.65641177 -0.14527784
  -0.08309853]
 [-0.05354145  0.07826981  0.9089096  ... -0.23429838  0.20815879
  -0.2592759 ]]",0.4050248
1021.clip.wav,"[[-0.6997659  -0.08936134  0.6642498  ... -0.79542494 -0.00826029
  -0.15347499]
 [-0.8108146  -0.10835752  1.0424312  ... -0.9712796   0.25138074
  -0.19695616]
 [-0.89348364  0.06787251  0.6631346  ... -0.8944752   0.06883888
   0.12947929]
 ...
 [-0.65269995  0.09423053  0.468465   ... -0.64413226  0.08715759
  -0.12201691]
 [-0.73847556  0.25858217  1.375029   ... -0.8494284  -0.02255844
  -0.17963922]
 [-0.34895512  0.15922777  0.43169865 ... -0.55632246  0.14628842
  -0.09465712]]",0.47044447
KidLaRoiStay.wav,"[[-0.3712859  -0.14029649  0.3114707  ... -0.5999459  -0.15001743
  -0.1832009 ]
 [-0.5569962  -0.16877434  0.28613654 ... -0.94874907 -0.37393337
  -0.23859525]
 [-0.4945658  -0.15385878  0.08404575 ... -0.4979026  -0.29679477
  -0.03590128]
 ...
 [-0.55754316  0.02056311  0.09901963 ... -0.5686996   0.09453256
   0.07063574]
 [-0.64636445 -0.02375746  0.07016303 ... -0.6721169  -0.01642814
   0.07140651]
 [-0.268118    0.12423041  0.10333404 ... -0.41439596 -0.00400553
   0.1120604 ]]",0.45783693
1044.clip.wav,"[[-0.04054061  0.12267645  0.25699443 ... -0.43834117  0.0583633
   0.09916647]
 [-1.1185746   0.11138691  0.3326254  ... -1.0130687   0.26815355
   0.1996412 ]
 [-0.969005    0.0629181   0.41813833 ... -0.7453563   0.12163282
  -0.07486722]
 ...
 [-0.9445152   0.25428784  0.43439206 ... -0.8161341   0.09807855
  -0.02666348]
 [-0.46119073 -0.03098857  0.5292712  ... -0.6937294  -0.02306271
  -0.0496304 ]
 [-0.38628766  0.26292026  0.5881226  ... -0.5789397  -0.01697112
   0.14677542]]",0.5699183
1045.clip.wav,"[[-0.21204409  0.14933267  0.3678209  ... -0.28095755  0.14071564
  -0.24991173]
 [-0.45142063  0.01831858  0.41715103 ... -0.29565123  0.24129693
   0.04194474]
 [-0.5689057   0.23284826  0.13471958 ... -0.58119607  0.13915226
  -0.16202658]
 ...
 [-0.68646765  0.16026816  0.26273015 ... -0.8834475   0.2627496
  -0.10895652]
 [-0.59412634  0.18184522  0.03588173 ... -0.68119025 -0.09121001
  -0.00754517]
 [-0.70424974  0.10977806  0.36851957 ... -0.5291872  -0.07387336
  -0.2313613 ]]",0.49180385
1039.clip.wav,"[[-0.3323532   0.1588078   0.26939195 ... -0.44824633  0.18296686
  -0.17315662]
 [-0.5189291   0.27094895  0.27526432 ... -0.4578226   0.11075199
  -0.00495511]
 [-0.64117146  0.21536407  0.40274104 ... -0.73426723 -0.1349592
   0.04177007]
 ...
 [-0.7083316   0.26756606  0.36857918 ... -0.544665    0.10497245
  -0.03322887]
 [-0.6559043   0.26716372  0.44066966 ... -0.6068337  -0.06779939
   0.02106835]
 [-0.82927036  0.09039445  0.20718676 ... -0.75781083 -0.00403327
  -0.09932876]]",0.49150646
63-M2_AMairena.wav,"[[-0.27134773  0.01616053  0.5221722  ... -0.33201566  0.4370662
  -0.16202286]
 [-0.64134455  0.16381787 -0.18931484 ... -0.40580663  0.92157155
  -0.15881452]
 [-1.3497846  -0.17100134 -0.43001443 ... -0.8612288   0.2902887
  -0.3594439 ]
 ...
 [-0.7416773  -0.0359658   0.14050624 ... -0.554479    0.8991484
  -0.2059094 ]
 [-0.25946483 -0.05650631 -0.12313303 ... -0.32000527  0.3508552
  -0.11377114]
 [-0.62621367 -0.0653809   0.21106055 ... -0.65564     0.2693424
  -0.32461262]]",0.78441405
1053.clip.wav,"[[-0.23523971 -0.16913256  0.2837686  ... -0.5588646  -0.12329538
  -0.71021664]
 [-0.59001505  0.14601082  0.45782173 ... -0.4236994   0.1147182
  -0.1054    ]
 [-0.51005685  0.10368492  0.25913075 ... -0.48692587  0.1484125
  -0.13475648]
 ...
 [-0.9079461   0.16884324  0.22886926 ... -0.79133856  0.09592807
   0.02407187]
 [-0.38237104  0.5321357   0.23762971 ... -0.43650547  0.4909141
  -0.08490938]
 [-0.51701236  0.36053544  0.57631636 ... -0.40183058  0.08511259
   0.04378426]]",0.55697703
cello-phrase.wav,"[[-1.2585216  -0.05513582 -0.74380195 ... -1.1757734  -0.8930215
   0.03411463]
 [-1.3764927  -0.2810478  -0.76998365 ... -1.4603261  -0.6438648
  -0.23723811]
 [-0.47027805  0.06000362  0.0078463  ... -0.78592443 -0.16109179
  -0.03516793]
 ...
 [-0.47711638  0.14928189 -0.1191822  ... -0.7008798  -0.08110689
   0.04562581]
 [-0.3238133  -0.08171019 -0.29145634 ... -0.74171615 -0.270388
   0.05951416]
 [-0.40188226 -0.13807595 -0.04846042 ... -0.8230667  -0.25842583
  -0.15994841]]",0.45264697
100.clip.wav,"[[-0.1003409  -0.16367891  0.41183767 ... -0.47874525 -0.02855766
  -0.23164946]
 [-0.24029568 -0.05873021  0.35340244 ... -0.4309524  -0.14658408
  -0.34656084]
 [-0.6909673  -0.08341745  0.16680782 ... -0.8755996  -0.01487426
  -0.11480808]
 ...
 [-0.7316716   0.12744398  0.16418487 ... -0.8262708   0.03575582
  -0.11513722]
 [-0.70500636 -0.10904467  0.4163343  ... -0.65961766 -0.0625809
  -0.30455434]
 [-0.77225804  0.20985723  0.7467648  ... -0.8036437  -0.3827874
  -0.23727363]]",0.50505805
101.clip.wav,"[[-0.30019352  0.22502723  0.50816023 ... -0.44358972  0.20865941
  -0.1390056 ]
 [-0.4094831  -0.12644365  0.9405104  ... -0.74119353 -0.05933575
  -0.3019812 ]
 [-0.83824325  0.03595218  0.38392463 ... -0.93885136  0.06502598
  -0.11647633]
 ...
 [ 0.053424    0.03398238 -0.06368306 ... -0.32187    -0.14687477
  -0.194718  ]
 [ 0.48674595  0.07385382 -0.01096019 ...  0.17974816 -0.17039533
  -0.03330532]
 [-0.4145955   0.49349752  0.6207578  ... -0.700001    0.41832155
   0.0025765 ]]",0.45735595
1010.clip.wav,"[[-1.8119928e-01  7.0221260e-02  4.8064879e-01 ... -3.1016877e-01
   3.0578804e-01  8.1968695e-02]
 [-6.0416186e-01 -1.0344356e-01  4.4354498e-01 ... -7.1847582e-01
   4.9231946e-03 -2.9982334e-01]
 [-3.2020447e-01 -7.5099260e-02  1.4936018e-01 ... -3.8647601e-01
   5.5862963e-04 -7.5648010e-02]
 ...
 [-6.6034818e-01  1.4026137e-01  3.2669574e-01 ... -6.3284743e-01
   3.9226878e-01  6.3386649e-02]
 [-7.8903472e-01 -9.7605139e-02  5.7129019e-01 ... -8.4735346e-01
   2.2793032e-01 -3.2432294e-01]
 [-8.0549896e-01  2.4582243e-01  5.2850604e-01 ... -6.8738139e-01
   1.6969112e-01  1.6281058e-01]]",0.50536907
1023.clip.wav,"[[-0.34739766 -0.04131112  0.11363733 ... -0.42348364  0.00462972
  -0.11713091]
 [-0.5049206  -0.13813508  0.12326704 ... -0.9251921  -0.07341562
  -0.16231799]
 [-0.46704492 -0.02582845  0.31747404 ... -0.5858375   0.02088156
  -0.20054644]
 ...
 [-0.5000824  -0.06306648  0.3550876  ... -0.71866274 -0.07583627
  -0.11825812]
 [-0.71421623 -0.01914792  0.03392678 ... -0.91805756 -0.24710916
  -0.23367244]
 [-0.34618184 -0.06096342  0.28404915 ... -0.4967734   0.06132396
  -0.09492019]]",0.39480382
107.clip.wav,"[[-0.45893857 -0.0734778   0.18399514 ... -0.66058755  0.04051492
  -0.195093  ]
 [-0.1251274  -0.14657316  0.44831508 ... -0.3294079   0.04262218
  -0.20589846]
 [-0.46311674 -0.01126038  0.71599483 ... -0.64144003  0.12968338
  -0.18734163]
 ...
 [-0.39018843  0.02170825 -0.10021529 ... -0.5592855   0.2597068
  -0.17629123]
 [-0.03504297 -0.02754268  0.13909355 ... -0.3135691   0.03246211
  -0.33484   ]
 [-0.13288662 -0.09369886  0.37358028 ... -0.3491281   0.15179142
  -0.4181409 ]]",0.37851405
106.clip.wav,"[[-0.32689986 -0.11668345  0.42792538 ... -0.65222013  0.03672934
  -0.388938  ]
 [-0.35551175 -0.19237557  0.7542766  ... -0.5792886  -0.05153434
  -0.3421451 ]
 [-0.54882836  0.11122146  0.09401655 ... -0.92679346 -0.26730782
  -0.13584915]
 ...
 [-0.52009106  0.03559656  0.13832757 ... -0.7095189  -0.22960438
  -0.16755554]
 [-0.7045877  -0.08572349  0.34230393 ... -0.7881919  -0.39442605
  -0.23672625]
 [-0.53281355 -0.14560673  0.4796798  ... -0.57014453 -0.2501974
  -0.38501787]]",0.46379375
ver 1.wav,"[[-0.52836835 -0.03832939  0.41237038 ... -0.5508566   0.22631782
  -0.05564648]
 [-0.50124276  0.19581744  0.24812442 ... -0.6005819   0.2323273
  -0.10618651]
 [-0.5430751  -0.08287123  0.19893079 ... -0.48141626  0.25521868
   0.11672103]
 ...
 [-0.21214601  0.01942351  0.10712166 ... -0.4375672  -0.15185942
  -0.00074607]
 [-0.29340336  0.01834926  0.06947854 ... -0.42860118 -0.10022798
   0.01905036]
 [-0.2975469   0.03930511  0.03528973 ... -0.30901852 -0.03274532
  -0.05628484]]",0.43025622
